,edge,edge_text
103,((are/Mv.|f-----/en warning/Pd.so.|pg----/en) officials/Cc.p/en (since/Br.ma/en ((most/M^/en at/Br.ma/en) (+/B.mm/. that/C/en countries/Cc.p/en) (in/Br.ma/en (+/B.am/. (+/B.am/. risk/Cc.s/en face/Cc.s/en) famine/Cc.s/en) (the/Md/en (worst/Ms/en drought/Cc.s/en)))) 1950/C#/en)),officials are warning that countries most at risk face famine in the worst drought since 1950
104,((are/Mv.|f-----/en warning/Pd.sor.|pg----/en) (in/Br.ma/en officials/Cc.p/en ((indian/Ma/en controlled/Mv.<pf----/en) kashmir/Cp.s/en)) residents/Cc.p/en ((to/Mi/en (be/Mv.-i-----/en prepared/P.xx.<pf----/en)) (for/T/en (a/Md/en (possible/Ma/en (nuclear/Ma/en war/Cc.s/en)))) (by/Tt/en (building/P.r.|pg----/en (and/J/en (+/B.mm/. build/Cc.s/en ((bomb/M/en proof/Ma/en) basements/Cc.p/en)) (collecting/Pd.oo.|pg----/en (two/M#/en weeks/Cc.p/en) (of/Br.ma/en worth/Cc.s/en (and/J/en food/Cc.s/en water/Cc.s/en)))))))),Officials in Indian-controlled Kashmir are warning residents to be prepared for a possible nuclear war by building build bomb-proof basements and collecting two weeks’ worth of food and water
105,((are/Mv.|f-----/en warning/Pd.sor.|pg----/en) (the/Md/en militants/Cc.p/en) companies/Cc.p/en ((out/Ml/en (not/Mn/en (to/Mi/en carry/P.ox.-i-----/en))) repairs/Cc.p/en ((to/M/en sabotaged/Pd.o.<pf----/en) infrastructure/Cc.s/en))),the militants are warning companies not to carry out repairs to sabotaged infrastructure
106,"((are/Mv.|f-----/en warning/Pd.sor.|pg----/en) groups/Cc.p/en (like/Br.ma/en (major/Ma/en retailers/Cc.p/en) (,/J/en walmart/Cp.s/en (and/J/en benetton/Cp.s/en gap/Cp.s/en))) ((could/Mm/en face/P.?so?.-i-----/en) that/C/en they/Ci/en (from/Br.ma/en (financial/Ma/en repercussions/Cc.p/en) consumers/Cc.p/en) (or/J/en (to/Br.ma/en damage/Cc.s/en (their/Mp/en (+/B.am/. stock/Cc.s/en value/Cc.s/en))) (+/B.mm/. sustained/C/en (public/Ma/en protests/Cc.p/en)))))","groups are warning major retailers like Walmart, Benetton and Gap that they could face financial repercussions from consumers, damage to their stock value or sustained public protests"
107,((are/Mv.|f-----/en warning/Pd.sor.|pg----/en) police/Cc.p/en (the/Md/en public/Cc.s/en) ((not/Mn/en (to/Mi/en approach/P.r.-i-----/en)) (wanted/P.sx.<f-----/en (+/B.am/. (+/B.am/. mongrel/Cp.s/en mob/Cp.s/en) leader/Cc.s/en) (for/T/en arrest/Cc.s/en)))),Police are warning the public not to approach Mongrel Mob leader wanted for arrest
108,((away/Ml/en warned/P.so.<f-----/en) it/Ci/en (on/Br.ma/en (+/B.am/. (+/B.am/. us/Cp.s/en (+/B.am/. spy/Cc.s/en plane/Cc.s/en)) intent/Cc.s/en) overflight/Cc.s/en)),it warned away US spy plane intent on overflight
109,((back/M/en accused/Pd.so.<f-----/en) murder/Cc.s/en (+/B.am/. athlete/Cc.s/en (+/B.am/. oscar/Cp.s/en pistorius/Cp.s/en))),Murder accused athlete Oscar Pistorius back
110,((behind/M/en kills/Pd.so.|f--3s-/en) army/Cc.s/en man/Cc.s/en),Army kills man behind
111,((brutally/M/en arresting/P.so.|pg----/en) (two/M#/en policemen/Cc.p/en) (several/Ma/en people/Cc.p/en)),two policemen brutally arresting several people
112,"((brutally/M/en killed/P.so.<f-----/en) who/Cw/en (,/Mj/en (((65/M#/en year/M/en) old/Ma/en) woman/Cc.s/en)))","who brutally killed 65-year-old woman,"
113,((brutally/M/en killed/P.so.<f-----/en) who/Cw/en (his/Mp/en (+/B.am/. ex/Cc.s/en (+/B.mm/. -/Cc.s/en ('s/Bp.am/en wife/Cc.s/en aunt/Cc.s/en))))),who brutally killed his ex- wife's aunt
114,((but/Mj/en accuses/Pd.sox.|f--3s-/en) (a/Md/en (new/Ma/en biography/Cc.s/en)) him/Ci/en (of/T/en ((having/Mv.|pg----/en been/P.c?.<pf----/en) (a/Md/en (serial/Ma/en liar/Cc.s/en)) ((never/Mn/en (completely/M/en emancipated/P.sox.<f-----/en)) who/Cw/en himself/Ci/en (from/T/en (and/J/en (of/Br.ma/en (the/Md/en views/Cc.p/en) nazism/Cp.s/en) (a/Md/en (bizarre/Ma/en cult/Cc.s/en)))))))),But a new biography accuses him of having been a serial liar who never completely emancipated himself from the views of Nazism and a bizarre cult
115,((but/Mj/en warns/Pd.sor.|f--3s-/en) ('s/Bp.am/en germany/Cp.s/en (foreign/Ma/en (+/B.mm/. minister/Cc.s/en %20/C/en))) ('s/Bp.am/en russia/Cp.s/en (+/B.mm/. ambassador/Cc.s/en %20/C/en)) ((could/Mm/en aggravate/P.so.-i-----/en) it/Ci/en ((european/Ma/en russian/Ma/en) relations/Cc.p/en))),But Germany's foreign minister  warns Russia's ambassador  it could aggravate European-Russian relations
116,((can/Mm/en (ever/M/en kill/P?.so.|f-----/en)) (the/Md/en (greek/Ma/en elite/Cc.s/en)) (the/Md/en monster/Cc.s/en)),can the Greek elite ever kill the monster
117,((can/Mm/en accuse/Pd.sox.-i-----/en) (no/Md/en one/Cc.s/en) him/Ci/en (of/T/en (playing/P.oo.|pg----/en it/Ci/en safe/Ca/en))),no one can accuse him of playing it safe
118,((can/Mm/en kill/P.os.-i-----/en) who/Cw/en he/Ci/en),who he can kill
119,((can/Mm/en kill/P.so.-i-----/en) (only/M/en allah/Cp.s/en) him/Ci/en),only 'Allah' can kill him
120,((can/Mm/en kill/P.so.-i-----/en) (praying/Mv.|pg----/en mantises/Cc.p/en) birds/Cc.p/en),Praying Mantises can kill birds
121,((can/Mm/en kill/P.so.-i-----/en) public/Ca/en criminals/Cc.p/en),Public 'can kill' criminals
122,((can/Mm/en kill/Pd.?so.-i-----/en) so/C/en we/Ci/en them/Ci/en),So We Can Kill Them
123,((can/Mm/en kill/Pd.so.-i-----/en) (+/B.mm/. russia/Cp.s/en (%26/J/en france/Cp.s/en (+/B.am/. (+/B.am/. us/Cp.s/en coalition/Cp.s/en) bombing/Cc.s/en))) children/Cp.s/en),"Russia, France & US Coalition Bombing Can Kill Children"
124,((can/Mm/en kill/Pd.sso.-i-----/en) (philippines/Ma/en (+/B.am/. president/Cc.s/en elect/Cp.s/en)) public/Ca/en criminals/Cc.p/en),Philippines president-elect: Public 'can kill' criminals
125,((could/Mm/en (be/Mv.-i-----/en killing/Pd.so.|pg----/en)) (+/B.mm/. study/Cc.s/en (of/Br.ma/en lack/Cc.s/en (to/Br.ma/en access/Cc.s/en surgery/Cc.s/en))) (than/Br.ma/en more/Ca/en (+/B.mm/. malaria/Cc.s/en (and/J/en hiv/Cp.s/en tuberculosis/Cc.s/en)))),"Study: Lack of access to surgery could be killing more than malaria, HIV, and tuberculosis"
126,((could/Mm/en (eventually/M/en kill/Pd.so.-i-----/en)) (+/B.am/. coal/Cc.s/en mining/Cc.s/en) (the/Md/en reef/Cc.s/en)),coal mining could eventually kill the reef
127,((could/Mm/en (have/Mv.-i-----/en killed/P.so.<pf----/en)) (a/Md/en nurse/Cc.s/en) ((up/M/en (to/Mi/en 38/M#/en)) people/Cc.p/en)),a nurse could have killed up to 38 people
128,((could/Mm/en (have/Mv.-i-----/en killed/P.so.<pf----/en)) that/C/en him/Ci/en),that could have killed him
129,((could/Mm/en (not/Mn/en (have/Mv.-i-----/en killed/Pd.so.<pf----/en))) (the/Md/en shell/Cc.s/en) anyone/Cc.s/en),the shell could not have killed anyone
130,((could/Mm/en (potentially/M/en kill/P.so.-i-----/en)) (+/B.mm/. whatever/C/en (its/Mp/en (microbial/Ma/en origin/Cc.s/en))) (of/Br.ma/en millions/Cc.p/en people/Cc.p/en)),whatever its microbial origin) could potentially kill millions of people
131,((could/Mm/en arrest/P.so.-i-----/en) (+/B.am/. south/Cp.s/en korea/Cp.s/en) (more/Mc/en (+/B.am/. samsung/Cp.s/en officials/Cc.p/en))),South Korea Could Arrest More Samsung Officials
132,((could/Mm/en kill/P.so.-i-----/en) (+/B.am/. (low/Ma/en salt/Cc.s/en) diet/Cc.s/en) you/Ci/en),low-salt diet could kill you
133,((could/Mm/en kill/P.so.-i-----/en) (biological/Ma/en terrorism/Cc.s/en) (than/Br.ma/en (more/Mc/en people/Cc.p/en) (nuclear/Ma/en attacks/Cc.p/en))),Biological terrorism could kill more people than nuclear attacks
134,((could/Mm/en kill/P.so.-i-----/en) (new/Ma/en (+/B.am/. (+/B.am/. climate/Cc.s/en change/Cc.s/en) deal/Cc.s/en)) (the/Md/en (+/B.am/. (+/B.am/. fossil/Ca/en fuel/Cc.s/en) industry/Cc.s/en))),New climate change deal could kill the fossil fuel industry
135,"((could/Mm/en kill/P.so.-i-----/en) (of/Br.ma/en outbreak/Cc.s/en ((drug/M/en resistant/Ma/en) infection/Cc.s/en)) (in/Br.ma/en 80,000/C#/en uk/Cp.s/en))","Outbreak of drug-resistant infection could kill 80,000 in UK"
136,((could/Mm/en kill/P.so.-i-----/en) (the/Md/en (indian/Ma/en police/Cc.p/en)) him/Ci/en),the Indian police could kill him
137,((could/Mm/en kill/P.so.-i-----/en) i/Ci/en (with/Br.ma/en (a/Md/en man/Cc.s/en) this/Cd/en)),I could kill a man with this
138,((could/Mm/en kill/P.so.-i-----/en) it/Ci/en us/Ci/en),It Could Kill Us
139,"((could/Mm/en kill/P.so.-i-----/en) which/C/en (+/B.am/. (((between/M/en 500,000/M#/en) and/Mj/en) (1%2e47/M#/en million/C#/en)) people/Cc.p/en))","which could kill between 500,000 and 1.47 million people"
140,((could/Mm/en kill/P.so.-i-----/en) which/C/en thousands/Cc.p/en),which could kill thousands
141,((could/Mm/en kill/Pd.so.-i-----/en) ('s/Bp.am/en wa/Cp.s/en (+/B.am/. (serious/Ma/en threat/Cm/en) (+/B.am/. shark/Cc.s/en policy/Cc.s/en))) (than/Br.ma/en more/Ca/en drumlines/Cc.p/en)),"WA's ""serious threat"" shark policy could kill more than drumlines"
142,((could/Mm/en kill/Pd.so.-i-----/en) ((drug/M/en resistant/Ma/en) superbugs/Cc.p/en) (an/Md/en (extra/Ma/en ((10/M#/en million/M#/en) (+/B.ma/. people/Cc.p/en (a/Md/en year/Cc.s/en)))))),Drug-resistant superbugs could kill an extra 10 million people a year
143,((could/Mm/en kill/Pd.so.-i-----/en) (+/B.am/. battery/Cc.s/en trial/Cc.s/en) (anti/Ma/en (-/Ma/en (renewable/Ma/en (+/B.am/. energy/Cc.s/en argument/Cc.s/en))))),Battery trial could kill anti-renewable energy argument
144,((could/Mm/en kill/Pd.so.-i-----/en) (at/Br.ma/en (record/Ma/en radiation/Cc.s/en) (+/B.am/. fukushima/Cp.s/en (+/B.am/. power/Cc.s/en plant/Cc.s/en))) person/Cc.s/en),Record radiation at Fukushima power plant could kill person
145,((could/Mm/en kill/Pd.so.-i-----/en) boeing/Cp.s/en production/Cc.s/en),Boeing could kill production
146,((could/Mm/en kill/Pd.so?.-i-----/en) (unchecked/Ma/en superbugs/Cc.p/en) (10/M#/en (+/B.ma/. million/C#/en (a/Md/en year/Cc.s/en))) (cost/Pd.o.<f-----/en ($/M/en (100/M#/en trillion/C#/en)))),"Unchecked superbugs could kill 10 million a year, cost $100 trillion"
147,((could/Mm/en kill/Pd.so?.-i-----/en) israel/Cp.s/en (+/B.am/. hamas/Cp.s/en leaders/Cc.p/en) (hints/Pd.s.|f--3s-/en (+/B.am/. defense/Cc.s/en minister/Cc.s/en))),"Israel could kill Hamas leaders, defense minister hints"
148,((daily/M/en accuses/Pd.so.|f--3s-/en) chinese/Ca/en (of/Jr.ma/en (ruling/Mv.|pg----/en party/Cc.s/en) (funding/P.o.|pg----/en (+/B.am/. dalai/Cp.s/en lama/Cp.s/en)))),Chinese daily accuses ruling party of funding Dalai Lama
149,((daily/M/en accuses/Pd.so.|f--3s-/en) chomsky/Cp.s/en turkish/Ca/en),Chomsky accuses Turkish daily
150,((daily/M/en kill/Pd.so.|f-----/en) firearms/Cc.p/en (116/M#/en victims/Cc.p/en)),Firearms kill 116 victims daily
151,"((daily/M/en kills/P.so.|f--3s-/en) cancer/Cc.s/en 7,500/C#/en)","Cancer kills 7,500 daily"
152,((dastardly/M/en condemns/Pd.sso?.|f--3s-/en) (+/B.mm/. (+/B.am/. chhattisgarh/Cp.s/en (+/B.am/. maoist/Cp.s/en attack/Cc.s/en)) pm/Cp.s/en) (+/B.am/. narendra/Cp.s/en modi/Cp.s/en) strike/Cc.s/en (calls/Pd.oo.|f--3s-/en it/Ci/en (and/J/en brutal/Ca/en inhuman/Ca/en))),"Chhattisgarh Maoist attack: PM Narendra Modi condemns dastardly strike, calls it ‘brutal’ and ‘inhuman"
153,((deliberately/M/en killed/P.so.<f-----/en) israel/Cp.s/en peacekeeper/Cc.s/en),Israel deliberately killed peacekeeper
154,((deliberately/M/en killed/Pd.sso.<f-----/en) (in/Br.ma/en (the/Md/en (+/B.am/. (+/B.am/. united/Cp.s/en nations/Cp.s/en) (+/B.am/. interim/Cp.s/en force/Cp.s/en))) lebanon/Cp.s/en) (the/Md/en idf/Cp.s/en) (our/Mp/en (+/B.am/. spanish/Cp.s/en peacekeeper/Cp.s/en))),The United Nations Interim Force in Lebanon:' The IDF deliberately killed our Spanish Peacekeeper
155,((did/Mv.<f-----/en (n't/Mn/en kill/P.so.-i-----/en)) kim/Cp.s/en (or/J/en (his/Mp/en uncle/Cc.s/en) (his/Mp/en ex/Cc.s/en))),Kim didn't kill his uncle or his ex
156,((did/Mv.<f-----/en (n't/Mn/en kill/P.so.-i-----/en)) she/Ci/en meredith/Cp.s/en),"she ""didn't kill Meredith"
157,((did/Mv.<f-----/en (n't/Mn/en kill/Pd.so.-i-----/en)) (probably/M/en meteorite/Cp.s/en) (in/Br.ma/en man/Cc.s/en india/Cp.s/en)),Meteorite (probably) didn't kill man in India
158,((did/Mv.<f-----/en (n't/Mn/en warn/Pd.so.-i-----/en)) (german/Ma/en govt/Cc.s/en) (of/Br.ma/en airlines/Cc.p/en (anti/Ma/en (-/Ma/en (aircraft/Ma/en threat/Cc.s/en))))),German govt didn't warn airlines of anti-aircraft threat
159,((did/Mv.<f-----/en (not/Mn/en kill/P.so.-i-----/en)) (+/B.am/. van/Cp.s/en gogh/Cp.s/en) himself/Ci/en),Van Gogh did not kill himself
160,((did/Mv.<f-----/en (not/Mn/en kill/P.so.-i-----/en)) (on/Br.ma/en (french/Ma/en airstrikes/Cc.p/en) (of/Br.ma/en (the/Md/en (northern/Ma/en (syrian/Ma/en city/Cc.s/en))) raqqa/Cp.s/en)) civilians/Cc.p/en),French airstrikes on the northern Syrian city of Raqqa did not kill civilians
161,((did/Mv.<f-----/en (not/Mn/en kill/Pd.so.-i-----/en)) hitler/Cp.s/en enough/Ca/en),Hitler did not kill enough
162,((did/Mv.<f-----/en (n’t/Mn/en kill/P.so.-i-----/en)) hitler/Cp.s/en (enough/Ma/en gypsies/Cp.p/en)),Hitler 'didn’t kill enough Gypsies
163,((did/Mv.<f-----/en (n’t/Mn/en kill/P.so.-i-----/en)) i/Ci/en (the/Md/en aborigines/Cp.p/en)),I didn’t kill the Aborigines
164,"((did/Mv.<f-----/en (off/Ml/en (really/M/en kill/P?.so.|f-----/en))) (+/B.am/. north/Cp.s/en korea/Cp.s/en) (20,000/M#/en (political/Ma/en prisoners/Cc.p/en)))","Did North Korea really kill off 20,000 political prisoners"
165,((did/Mv.<f-----/en warn/Pd.so.-i-----/en) we/Ci/en you/Ci/en),We Did Warn You
166,((do/Mv.|f-----/en (n't/Mn/en kill/P.so.-i-----/en)) we/Ci/en women/Cc.p/en),we don't kill women
167,((do/Mv.|f-----/en (not/Mn/en accuse/Pd.?so.-i-----/en)) (of/Br.ma/en president/Cp.s/en armenia/Cp.s/en) we/Ci/en (of/Br.ma/en (turkish/Ma/en people/Cc.p/en) genocide/Cc.s/en)),President of Armenia: We do not accuse Turkish people of genocide
168,((do/Mv.|f-----/en condemn/P.so.-i-----/en) muslims/Cp.p/en terrorism/Cc.s/en),Muslims do condemn terrorism
169,((do/Mv.|f-----/en kill/P?.so.-i-----/en) whales/Cc.p/en people/Cc.p/en),Do Whales Kill People
170,((earlier/M/en accused/Pd.sox.<f-----/en) ('s/Bp.am/en (+/B.am/. north/Cp.s/en korea/Cp.s/en) (+/B.am/. state/Cc.s/en media/Cc.p/en)) (the/Md/en (+/B.am/. united/Cp.s/en states/Cp.s/en)) (of/T/en (staging/P.o?.|pg----/en (a/Md/en drill/Cc.s/en) ((to/Mi/en practise/P.r.-i-----/en) (dropping/P.ox.|pg----/en (nuclear/Ma/en bombs/Cc.p/en) (on/T/en (the/Md/en (korean/Ma/en peninsula/Cc.s/en)))))))),North Korea 's state media earlier accused the United States of staging a drill to practise dropping nuclear bombs on the Korean peninsula
171,((earlier/M=/en (could/Mm/en (have/Mv.-i-----/en arrested/P.so.<pf----/en))) authorities/Cc.p/en (the/Md/en trio/Cc.s/en)),authorities could have arrested the trio earlier
172,((earlier/M=/en (had/Mv.<f-----/en killed/P.so.<pf----/en)) he/Ci/en him/Ci/en),he had 'killed him earlier
173,((effectively/M/en kills/P.so.|f--3s-/en) it/Ci/en efforts/Cc.p/en),it effectively kills efforts
174,((elsewhere/M/en kills/Pd.so.|f--3s-/en) (+/B.am/. us/Cp.s/en drone/Cc.s/en) (((at/M/en least/M^/en) four/M#/en) people/Cc.p/en)),US drone kills at least four people elsewhere
175,((emphatically/M/en condemns/Pd.so.|f--3s-/en) gov't/Cp.s/en (of/Br.ma/en (british/Ma/en militarization/Cc.s/en) malvinas/Cp.s/en)),Gov't 'emphatically' condemns British militarization of Malvinas
176,((emptively/M/en (to/Mi/en arrest/P.sooo.-i-----/en)) (indian/Ma/en state/Cc.s/en) people/Cc.p/en pre/Ca/en -/Ca/en),"Indian state to arrest people ""pre-emptively"
177,((everywhere/M/en condemn/P.?so.|f-----/en) (+/B.am/. (+/B.am/. iranians/Cp.p/en president/Cc.s/en) rouhani/Cp.s/en) we/Ci/en (+/B.mm/. violence/Cc.s/en (%26/J/en extremism/Cc.s/en terrorism/Cc.s/en))),"Iranians president Rouhani: We condemn violence, extremism & terrorism everywhere"
178,((falsely/M/en accused/Pd.sox.<f-----/en) passengers/Cc.p/en them/Ci/en (of/T/en (being/P.c.|pg----/en (islamic/Ma/en (+/B.am/. state/Cp.s/en supporters/Cc.p/en))))),passengers falsely accused them of being Islamic State supporters
179,((falsely/M/en accused/Pd.sxo.<pf----/en) dad/Cp.s/en (of/T/en (killing/P.ox.|pg----/en babies/Cc.p/en (in/T/en (+/B.am/. london/Cm/en (satanic/Ma/en cult/Cc.s/en))))) (over/Br.ma/en weeps/C/en (horrific/Ma/en ordeal/Cc.s/en))),Dad falsely accused of killing babies in London satanic cult weeps over horrific ordeal
180,((falsely/M/en accuses/Pd.so.|f--3s-/en) (+/B.am/. us/Cp.s/en media/Cc.p/en) (of/Br.ma/en russians/Cp.p/en (+/B.am/. jp/Cp.s/en (+/B.am/. morgan/Cp.s/en (+/B.am/. bank/Cp.s/en hack/Cp.s/en))))),US Media Falsely Accuses Russians of JP Morgan Bank Hack
181,((finally/M/en condemns/Pd.so.|f--3s-/en) merkel/Cp.s/en (anti/Ma/en (-/Ma/en (refugee/Ma/en violence/Cc.s/en)))),Merkel finally condemns anti-refugee violence
182,((forcefully/M/en condemned/P.so.<f-----/en) he/Ci/en (islamic/Ma/en extremism/Cc.s/en)),he forcefully condemned Islamic extremism
183,((formally/M/en accused/Pd.sxox.<f-----/en) (brazilian/Ma/en (federal/Ma/en prosecutors/Cc.p/en)) (on/Tt/en friday/Cp.s/en) (+/B.am/. (former/Ma/en president/Cc.s/en) (+/B.am/. luiz/Cp.s/en (+/B.am/. inacio/Cp.s/en (+/B.am/. lula/Cp.s/en (+/B.am/. da/Cp.s/en silva/Cp.s/en))))) (of/T/en ((having/Mv.|pg----/en interfered/P.xx.<pf----/en) (in/T/en (a/Md/en (+/B.am/. government/Cc.s/en tender/Cc.s/en))) ((to/Mi/en buy/Pd.ox.-i-----/en) (new/Ma/en (+/B.am/. fighter/Cc.s/en jets/Cc.p/en)) (in/T/en (of/Br.ma/en favor/Cc.s/en (+/B.am/. (swedish/Ma/en (+/B.am/. plane/Cc.s/en maker/Cc.s/en)) (+/B.am/. saab/Cp.s/en ab/Cp.s/en)))))))),Brazilian federal prosecutors on Friday formally accused former president Luiz Inacio Lula da Silva of having interfered in a government tender to buy new fighter jets in favor of Swedish plane maker Saab AB
184,((formally/M/en accused/Pd.sxox.<f-----/en) (the/Md/en (+/B.am/. european/Cp.s/en commission/Cp.s/en)) today/Cc.s/en google/Cp.s/en (of/T/en (abusing/P.ox.|pg----/en (its/Mp/en power/Cc.s/en) (when/T/en (comes/Pd.sx.|f--3s-/en it/Ci/en (to/T/en search/C/en)))))),The European Commission today formally accused Google of abusing its power when it comes to search
185,((formally/M/en accuses/Pd.so.|f--3s-/en) eu/Cp.s/en (of/Br.ma/en google/Cp.s/en (+/B.am/. antitrust/Cp.s/en violations/Cp.p/en))),EU Formally Accuses Google of Antitrust Violations
186,"((formally/M/en arrested/Pd.so.<f-----/en) turkey/Cp.s/en (of/Br.ma/en (in/Br.ma/en (16,000/M#/en people/Cm/en) wake/Cp.s/en) (+/B.am/. coup/Cp.s/en attempt/Cc.s/en)))","Turkey Formally Arrested 16,000 People In Wake Of Coup Attempt"
187,((formally/M/en arrested/Pd.soxx.<f-----/en) (chinese/Ma/en authorities/Cc.p/en) (+/B.mm/. (prominent/Ma/en lawyer/Cc.s/en) (+/B.am/. pu/Cp.s/en zhiqiang/Cp.s/en)) (on/Tt/en friday/Cp.s/en) (for/T/en (and/J/en (picking/P.o.|pg----/en quarrels/Cc.p/en) (creating/Pd.o.|pg----/en (a/Md/en disturbance/Cc.s/en))))),Chinese authorities formally arrested prominent lawyer Pu Zhiqiang on Friday for picking quarrels and creating a disturbance
188,((formally/M/en arrests/P.so.|f--3s-/en) china/Cp.s/en (+/B.am/. (human/Ma/en rights/Cc.p/en) laywers/Cc.p/en)),China formally arrests human rights laywers
189,((formally/M/en arrests/Pd.so.|f--3s-/en) china/Cp.s/en (+/B.am/. u%2es%2e/Cp.s/en citizen/Cp.s/en)),China Formally Arrests U.S. Citizen
190,((formally/M/en arrests/Pd.soo.|f--3s-/en) china/Cp.s/en (+/B.am/. us/Cm/en uk/Cp.s/en) (married/Mv.<f-----/en couple/Cc.s/en)),China formally arrests US/UK married couple
191,((further/M/en accused/Pd.sox.<f-----/en) she/Ci/en washington/Cp.s/en (of/T/en (attempting/P.r.|pg----/en ((to/Mi/en start/P.o.-i-----/en) (in/Br.ma/en (a/Md/en war/Cc.s/en) europe/Cp.s/en))))),She further accused Washington of attempting to start a war in Europe
192,((globally/M/en kills/P.so.|f--3s-/en) diarrhoea/Cp.s/en (+/B.am/. ((a/Md/en million/M#/en) half/C/en) children/Cc.p/en)),Diarrhoea kills half a million children globally
193,((had/Mv.<f-----/en (not/Mn/en arrested/P.so.<pf----/en)) (+/B.am/. security/Cc.s/en services/Cc.p/en) him/Ci/en),security services had not arrested him
194,((had/Mv.<f-----/en (repeatedly/M/en arrested/Pd.sox.<pf----/en)) police/Cc.p/en him/Ci/en (for/T/en (acting/P.x.|pg----/en (as/T/en (an/Md/en impersonator/Cc.s/en))))),police had repeatedly arrested him for acting as an impersonator
195,((had/Mv.<f-----/en accused/P.sox.<pf----/en) (+/B.am/. (uruguayan/Ma/en (+/B.am/. foreign/Cp.s/en minister/Cp.s/en)) (+/B.am/. rodolfo/Cp.s/en novoa/Cp.s/en)) ('s/Bp.am/en brazil/Cp.s/en government/Cc.s/en) (of/T/en (trying/P.r.|pg----/en ((to/Mi/en prevent/P.oxx.-i-----/en) (of/Br.ma/en (the/Md/en transmission/Cc.s/en) (from/Br.ma/en (of/Br.ma/en (the/Md/en (temporary/Ma/en presidency/Cc.s/en)) mercosur/Cp.s/en) uruguay/Cp.s/en)) (to/T/en venezuela/Cp.s/en) (through/T/en (a/Md/en bribe/Cc.s/en)))))),Uruguayan Foreign Minister Rodolfo Novoa had accused Brazil's government of trying to prevent the transmission of the temporary presidency Mercosur from Uruguay to Venezuela through a bribe
196,((had/Mv.<f-----/en accused/P.sox.<pf----/en) who/Cw/en him/Ci/en (of/T/en (running/P.ooox.|pg----/en (a/Md/en (corrupt/Ma/en (violent/Ma/en mini/Cc.s/en))) -/Cc.s/en dictatorship/Cc.s/en (in/T/en (a/Md/en (rich/Ma/en (+/B.am/. mining/Cc.s/en state/Cc.s/en))))))),"who had accused him of running a corrupt, violent mini- dictatorship in a rich mining state"
197,((had/Mv.<f-----/en accused/Pd.r?so.<pf----/en) (killed/P.sx.<f-----/en (+/B.am/. press/Cc.s/en (+/B.am/. tv/Cc.s/en reporter/Cc.s/en)) (in/T/en (in/Br.ma/en (suspicious/Ma/en (+/B.am/. car/Cc.s/en accident/Cc.s/en)) turkey/Cp.s/en))) (ago/M/en (3/M#/en days/Cc.p/en)) (turkish/Ma/en (+/B.am/. intelligence/Cc.s/en agency/Cc.s/en)) her/Ci/en),Press TV reporter killed in suspicious car accident in Turkey — 3 days ago Turkish intelligence agency had accused her
198,((had/Mv.<f-----/en accused/Pd.sor.<pf----/en) (the/Md/en (pro/Ma/en (-/Ma/en (russian/Ma/en insurgents/Cc.p/en)))) (of/Jr.ma/en (the/Md/en group/Cc.s/en) (being/P.c.|pg----/en (and/J/en (+/B.am/. nato/Cp.s/en spies/Cc.p/en) sweden/Cp.s/en))) ((n't/Mn/en is/P.c.|f--3s-/en) (of/Br.ma/en (a/Md/en member/Cc.s/en) (the/Md/en (trans/Ma/en (-/Ma/en (atlantic/Ma/en alliance/Cc.s/en))))))),the pro-Russian insurgents had accused the group of being NATO spies and Sweden isn't a member of the trans- Atlantic alliance
